364,河本りんご園,こうもとりんごえん,48267422,12721813,495
365,未用川,すえもちがわ,48267607,12764189,0
366,三滝渓,みたきけい,48268001,12733395,14
369,JAいなば燃料センター宝木SS,じぇいえーいなばねんりょうせんたーほうぎえすえす,48268138,12784993,42
370,JA鳥取いなば宝木金融支店,じぇいえーとっとりいなばほうぎきんゆうしてん,48268372,12784846,3
373,宝木(交差点),ほうぎ(こうさてん),48269034,12785158,5
376,宝木団地,ほうぎだんち,48269604,12776588,2
377,宝木郵便局,ほうぎゆうびんきょく,48269585,12784572,0
383,鳥取市立宝木小学校,とっとりしりつほうぎしょうがっこう,48270252,12783367,0
385,気高勤労者体育センター,けたかきんろうしゃたいいくせんたー,48270403,12784371,3
387,鳥取市役所宝木行政サービスコーナー ,とっとりしやくしょほうぎぎょうせいさーびすせんたー,48270551,12784339,1
388,山陰合同銀行宝木代理店,さんいんごうどうぎんこうほうぎだいりてん,48270691,12783906,0
390,鳥取市立宝木幼稚園,とっとりしりつほうぎようちえん,48270533,12783442,0
394,大龍院,だいりゅういん,48270989,12782552,0
395,毛無山,けなしやま,48271238,12754031,1
397,東昌寺,とうしょうじ,48271997,12787298,1
399,酒津簡易郵便局,さけのつかんいゆうびんきょく,48272304,12787104,27
402,酒津灯台,さけのつとうだい,48273600,12787800,0
404,水尻池,みずしりいけ,48274938,12785287,1
406,曳田川,ひけたがわ,48275208,12734733,0
407,水尻海水浴場,みずしりかいすいよくじょう,48275276,12787598,0
408,旭国際浜村温泉ゴルフ倶楽部,あさひこくさいはまむらおんせんごるふくらぶ,48275384,12774828,0
414,木合谷,きがわだに？,48275416,12724926,0
416,鳥取カントリー倶楽部吉岡温泉コース,とっとりかんとりーくらぶよしおかおんせんこーす,48276106,12767831,11
420,鳥取市立ふたば保育園,そんりつふたばほいくえん,48276888,12717509,3
422,佐治町B＆G海洋センター体育館,さじちょうびーあんどじーかいようせんたーたいいくかん,48277147,12717307,0
424,鳥取森林管理署佐治森林事務所,とっとりしんりんかんりしょさじしんりんじむしょ,48277635,12717549,0
434,小沢見海水浴場,こぞみかいすいよくじょう,48279166,12787948,18
436,うかいや鳥取トラックステーションss,うかいやとっとりとらっくすてーしょんえすえす,48279869,12786954,0
438,佐治ふるさと祭り,さじふるさとまつり,48281952,12717505,491
440,鳥取市立佐治小学校,とっとりしりつさじしょうがっこう,48281073,12717918,6
443,淤岐ノ島,おきのしま,48281473,12791702,0
444,ふるさと歴史館,ふるさとれきしかん,48281507,12717715,2
445,山陰合同銀行鳥取市佐治支所,さんいんごうどうぎんこうとっとりしさじししょ,48281953,12717502,0
446,鳥取市佐治総合支所,とっとりしさじそうごうししょ,48281948,12717497,6
447,黎明の庭,れいめいのにわ,48281919,12717446,430
448,因州和紙(佐治町),いんしゅうわし(さじちょう),48281950,12717502,375
449,手すき和紙(佐治町),てすきわし(さじちょう),48281954,12717502,66
450,絵馬,えま,48281957,12717500,93
451,砂見川,すなみがわ,48282209,12743688,2
452,白兎神社樹叢,はくとじんじゃじゅそう,48282307,12787581,541
453,白兎神社,はくとじんじゃ,48282320,12787579,224
454,林泉寺,りんせんじ,48282458,12719254,0
456,さじ21,さじにじゅういち,48276923,12717385,359
457,浜屋,はまや,48282692,12787755,0
458,白兎海水浴場,はくとかいがんかいすいよくじょう,48282968,12788311,31
240,常忍寺前(バス停),じょうにんじまえ(ばすてい),48320860,12779530,28
460,白兎海岸,はくとかいがん,48282793,12788269,809
462,ローソン白兎海岸店,ろーそんはくとかいがんてん,48283234,12788016,8
465,鳥取放牧場兵円分場,とっとりほうぼくじょうへいえんぶんじょう,48288073,12732963,3
469,ハマナス自生南限地帯,はまなすじせいなんげんちたい,48283549,12788268,680
470,佐治郵便局,さじゆうびんきょく,48283956,12718308,3
471,見原トンネル,みはらとんねる,48284280,12765384,0
472,特別養護老人ホーム白兎あすなろ,とくべつようごろうじんほーむはくとあすなろ,48284074,12787951,43
473,星降る国の雪まつり,ほしふるくにのゆきまつり,48284045,12721962,582
474,JA鳥取いなば佐治支店,じぇいえーとっとりいなばさじしてん,48284461,12718293,3
475,因幡の国の星祭り,いなばのくにのほしまつり,48284047,12721969,421
476,さじアストロパーク,さじあすとろぱーく,48284044,12721958,1504
477,さじアストロパーク・佐治天文台,さじあすとろぱーく・さじてんもんだい,48284047,12721958,171
478,ふるさとペンションコスモスの館,ふるさとぺんしょんこすもすのやかた,48284044,12721959,0
479,松の聖母学園,まつのせいぼがくえん,48284000,12787544,107
482,鳥取県立白兎養護学校,とっとりけんりつはくとようごがっこう,48285052,12788008,79
486,禅福寺,ぜんふくじ,48285360,12776724,0
490,遠藤石油店白兎海岸給油所,えんどうせきゆてんはくとかいがんきゅうゆじょ,48286564,12788422,0
